"id","group","drink_groom","drink_move/explore","food motivated_groom","food motivated_move/explore","groom_drink","groom_food motivated","groom_move/explore","move/explore_drink","move/explore_food motivated","move/explore_groom","move/explore_shelter","shelter_move/explore"
26,"saline_licl",0,0.155038759689922,0.0211267605633803,0.246478873239437,0,0.0173410404624277,0.11849710982659,0.0250312891113892,0.0863579474342929,0.0513141426783479,0.065081351689612,0.271739130434783
27,"LiCl",0.172413793103448,0.448275862068966,0.0344827586206896,0.436781609195402,0.0423280423280423,0.0211640211640212,0.571428571428571,0.0622222222222222,0.0822222222222222,0.233333333333333,0.164444444444444,0.48993288590604
27,"saline_licl",0.0517241379310345,0.327586206896552,0,0.528735632183908,0.00529100529100529,0,0.35978835978836,0.0466666666666667,0.102222222222222,0.146666666666667,0.162222222222222,0.496644295302013
69,"dan_sd",0.0526315789473684,0.421052631578947,0.0432220039292731,0.0746561886051081,0.01,0.1,0.35,0.0288808664259928,0.0722021660649819,0.122743682310469,0.0306859205776173,0.274193548387097
69,"veh_sd",0.0263157894736842,0.236842105263158,0.172888015717092,0.671905697445973,0,0.395,0.145,0.01985559566787,0.629963898916967,0.0342960288808664,0.0613718411552346,0.548387096774194
96,"orfo",0.0666666666666667,0.433333333333333,0.0251256281407035,0.241206030150754,0,0.0240963855421687,0.349397590361446,0.0797872340425532,0.127659574468085,0.140957446808511,0.109042553191489,0.444444444444444
96,"saline_orfo",0.0333333333333333,0.466666666666667,0.316582914572864,0.417085427135678,0,0.36144578313253,0.265060240963855,0.0824468085106383,0.228723404255319,0.103723404255319,0.127659574468085,0.544444444444444
253,"dan_sd",0.11965811965812,0.435897435897436,0.0764119601328904,0.308970099667774,0.0513833992094862,0.0790513833992095,0.33596837944664,0.0878378378378378,0.160472972972973,0.136824324324324,0.101351351351351,0.571428571428571
253,"veh_sd",0.136752136752137,0.307692307692308,0.13953488372093,0.475083056478405,0.0434782608695652,0.1699604743083,0.320158102766798,0.0675675675675676,0.238175675675676,0.130067567567568,0.0777027027027027,0.419047619047619
287,"dan_sd",0,0.342105263157895,0.0413223140495868,0.487603305785124,0,0.0526315789473684,0.621052631578947,0.0383480825958702,0.168141592920354,0.174041297935103,0.135693215339233,0.403669724770642
